route,route_time,comp_stops,comp_stops_perc,utility,walking_distance,num_scenarios,num_requests,served_requests,served_requests_deterministic,objective,objective_deterministic,solve_times,build_times,routing_cost,routing_cost_deterministic,serving_profit,serving_profit_deterministic,travel_time,travel_time_deterministic
55,18:56:00,28,1,750,250,1,62,48,48,20972.116791852462,20924.78179185246,"[0.04718327522277832, 0.05304908752441406, 0.03993105888366699, 0.05228471755981445, 0.03728675842285156, 0.11761093139648438, 0.048108816146850586, 0.03669333457946777, 0.04250288009643555, 0.04073190689086914, 0.05884742736816406, 0.031055688858032227, 0.026978731155395508, 0.03950977325439453, 0.047628164291381836, 0.03398895263671875, 0.032689809799194336, 0.04399228096008301, 0.06067633628845215, 0.043927669525146484, 0.033057451248168945, 0.027916431427001953, 0.03910660743713379, 0.05810976028442383, 0.03943443298339844, 0.04676318168640137, 0.049045562744140625, 0.037268877029418945, 0.029810428619384766, 0.034058570861816406, 0.04257631301879883, 0.04850959777832031, 0.033611297607421875, 0.0302736759185791, 0.03837847709655762, 0.03210592269897461, 0.03701663017272949, 0.03356170654296875, 0.04845023155212402, 0.03458595275878906, 0.03450322151184082, 0.034053802490234375, 0.047876834869384766, 0.037194013595581055, 0.04288434982299805, 0.044239044189453125, 0.05843806266784668, 0.03327512741088867, 0.03461050987243652, 0.03259158134460449, 0.05698680877685547, 0.04951190948486328, 0.03656578063964844, 0.04933333396911621, 0.05658316612243652, 0.03923988342285156, 0.032048702239990234, 0.034676551818847656, 0.03553056716918945, 0.04797530174255371, 0.03474903106689453, 0.050788164138793945]","[0.40587520599365234, 0.6011812686920166, 0.4866771697998047, 0.4615824222564697, 0.3792154788970947, 0.39400196075439453, 0.592731237411499, 0.46991491317749023, 0.3756124973297119, 0.40354466438293457, 0.5652420520782471, 0.5710744857788086, 0.4327094554901123, 0.5126004219055176, 0.5527517795562744, 0.6091256141662598, 0.4416213035583496, 0.5101182460784912, 0.5669879913330078, 0.4900643825531006, 0.4675333499908447, 0.4684929847717285, 0.49625086784362793, 0.5708184242248535, 0.4210054874420166, 0.42474794387817383, 0.5531322956085205, 0.4781227111816406, 0.4176979064941406, 0.37825846672058105, 0.5784876346588135, 0.5464370250701904, 0.49755263328552246, 0.4340198040008545, 0.6516177654266357, 0.601933479309082, 0.4223465919494629, 0.4655945301055908, 0.5954291820526123, 0.5583617687225342, 0.3737359046936035, 0.4316737651824951, 0.6149759292602539, 0.59619140625, 0.3946816921234131, 0.4747273921966553, 0.6606383323669434, 0.48850154876708984, 0.41617536544799805, 0.44718217849731445, 0.635016918182373, 0.49860548973083496, 0.4096088409423828, 0.4280076026916504, 0.48792290687561035, 0.5833027362823486, 0.3792910575866699, 0.39166259765625, 0.5022644996643066, 0.5892324447631836, 0.5301098823547363, 0.42896461486816406]",-15027.883208147538,-15075.21820814754,36000.0,36000.0,72172.0,72187.45002684323
